LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index,
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index,
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,,nm^2
ID5392,5392,14,1898,784.8404423,527.7452168,0,37,37,24.58598125,1,,252.5892857,255,0,255,480930,24.68279925,0.995403227,10.20983876,-0.655113074,0.573374768,28.83956304,22.46727783,-0.75440668,1.283625157,1899,184.5239908,0.700856574,0.890921886,4.234385134,21.04155125
ID5395,5395,9,7559,625.2425254,717.7338996,0,37,37,49.06990049,1,,254.4608879,255,0,255,1925760,11.71328563,0.999293708,21.71645108,1.204955923,0.333156708,60.62516625,41.48150271,1.278326741,1.461498795,7564.5,360.8788099,0.729906662,0.92935684,4.149265914,83.81717452
ID5396,5396,0,9624,974.7680636,772.1786946,0,37,37,55.32654897,1,,254.6286279,255,0,255,2447745,9.724803661,0.998057948,26.15797146,-0.9448562,-0.593684095,62.6753603,51.36414292,1.928802601,1.22021622,9616.5,403.7220215,0.741416115,0.905124947,4.116934156,106.5540166
ID5399,5399,1,7765,751.0316698,995.1322565,0,37,37,49.68233099,1,,254.5720924,255,0,255,1972170,10.43778666,0.997076333,24.3537652,0.333920824,-1.092371065,55.96580476,49.25482244,2.69488883,1.136250259,7754.5,403.20209,0.5994019,0.826485478,4.578738854,85.92243767
ID5401,5401,10,9814,1227.439182,1020.091668,0,37,37,55.89037545,1,,254.636234,255,0,255,2499000,9.624835372,0.706412451,21.90439298,2.208499807,-0.445930291,67.16695591,51.38223616,-0.472669452,1.307201884,9813.5,416.1875159,0.711960162,0.917492521,4.201236069,108.7368421
ID5404,5404,2,10254,461.5231387,1040.382779,0,37,37,57.13934286,1,,254.6270112,255,0,255,2611200,9.74588538,0.999154169,26.11556262,-0.248492799,0.420649406,63.86843521,53.10570241,2.018330136,1.202666236,10257,408.8526946,0.771074766,0.920281728,4.036980826,113.6509695
ID5405,5405,15,3329,987.524916,1060.497243,0,37,37,32.53031227,1,,254.9234004,255,0,255,848640,4.419603236,0.999197955,57.65701485,-0.259583119,-0.974804092,38.44216967,30.93218609,0.879450927,1.242788646,3324.5,240.9674597,0.719481121,0.898634951,4.179219971,36.8365651
ID5406,5406,3,5147,770.6095673,1174.578702,0,37,37,40.47249281,1,,254.0087464,255,0,255,1306875,15.86934287,0.997142855,15.98335604,0.260147779,0.340368142,48.00841452,36.64542113,-0.183691796,1.310079487,5146,308.7440687,0.678394627,0.871538657,4.303915461,57.01939058
ID5375,5375,11,8632,286.610789,23.02973119,0,37,37,52.39526327,1,,255,255,255,255,2200905,0,0.680397474,Infinity,-8.409614769,-24.56588122,97.70856403,57.79622097,0.192197113,1.690570117,8624.5,473.2062723,0.483997151,0.926220265,5.095461556,95.56232687
ID5407,5407,4,6261,663.3085089,1242.937314,0,37,37,44.65303044,1,,254.7149018,255,0,255,1594770,8.52234518,0.690852447,24.4233267,0.664605134,11.69880247,59.77721353,45.91422928,1.349614083,1.3019322,6264,328.5682611,0.729139111,0.929790708,4.151449265,69.40720222
ID5379,5379,9,7935,626.8587139,716.3674615,0,38,38,50.22871846,1,,254.7105562,255,0,255,2019600,8.586832597,0.998737693,29.64418956,0.848393977,-0.709548595,59.49976316,45.00755251,1.543202367,1.321995084,7926,384.7702983,0.672761069,0.889762012,4.32189793,87.82271468
ID5383,5383,0,10292,980.2098013,774.6754215,0,38,38,57.22979621,1,,254.4546515,255,0,255,2617575,11.78049035,0.997665255,21.57442122,-1.446804864,-0.807568088,62.87225224,56.64602987,-1.171058847,1.109914541,10289.5,449.0911255,0.641113895,0.855640098,4.427283546,114.0110803
ID5387,5387,1,7453,751.3379067,995.6645309,0,38,38,48.7052813,1,,254.6234394,255,0,255,1896690,9.792549802,0.998209849,25.97845639,0.140111393,-2.883870082,53.52525951,49.25153732,-0.751087267,1.086773377,7452.5,404.9340883,0.571140782,0.788248982,4.690653427,82.57617729
ID5358,5358,11,7836,287.8128687,22.03176175,0,38,38,49.91244659,1,,254.8695986,255,0,255,1993590,5.765380308,0.693762216,36.21414808,-1.746837313,-19.48050293,91.56032374,51.2110136,0.053953449,1.787902978,7826.5,442.277793,0.502790642,0.942838212,4.999324636,86.72022161
ID5391,5391,10,9854,1228.187832,1018.72759,0,38,38,55.97431741,1,,254.4825487,255,0,255,2508180,11.47587414,0.705678743,18.34898405,4.242614782,0.028973561,70.08477203,51.42834431,2.699527623,1.362765474,9843,409.2044176,0.738680649,0.93418118,4.124549983,109.0637119
ID5360,5360,17,2069,878.8489307,13.50434153,0,38,38,25.68767008,1,,255,255,255,255,527340,0,0.676732273,Infinity,3.959974367,-7.003952416,39.46685755,26.70575518,-0.366374107,1.477840911,2073,213.3816041,0.572130651,0.88684492,4.686593918,22.96952909
ID5361,5361,12,3159,761.8912239,192.9074544,0,38,38,31.67762485,1,,254.1899619,255,0,255,800190,14.35161967,0.995343648,17.67025518,-1.890207833,1.457780051,45.257879,26.7452977,1.315821621,1.69218079,3152.5,255.153441,0.608502126,0.840442549,4.54437207,34.93074792
ID5397,5397,2,10134,463.9781729,1040.086429,0,38,38,56.80271262,1,,254.2455621,255,0,255,2578050,13.85032124,0.99815471,18.33970221,-0.320262345,0.001527274,65.32192558,51.87524578,2.066803948,1.259211876,10136.5,410.0394781,0.757611476,0.920704846,4.072692865,112.3157895
ID5366,5366,6,9280,1092.088159,232.4013804,0,38,38,54.32943562,1,,254.2855603,255,0,255,2359770,13.47929029,0.998271208,18.84858633,0.730978848,0.669280417,67.92560549,46.27378921,0.952512666,1.467906706,9273,416.4996414,0.671739459,0.885081607,4.325183145,102.7479224
ID5398,5398,15,3122,986.03024,1056.848747,0,38,38,31.53915653,1,,254.2641872,255,0,255,793050,13.68030837,0.997222504,18.56029707,-1.20867786,-0.408564831,37.5976476,30.59754167,1.297561958,1.228780011,3125,241.7829682,0.671751239,0.869021135,4.325145221,34.62603878
ID5368,5368,7,2380,1262.736573,275.5956388,0,38,38,27.5067737,1,,254.7857143,255,0,255,606390,7.39052693,0.696428845,28.30549588,9.572709995,-0.493763418,37.50982577,32.0820478,-1.380604135,1.169184274,2377,205.8579029,0.704861772,0.963128039,4.222337588,26.33795014
ID5400,5400,3,4818,772.0014165,1174.851161,0,38,38,39.18579961,1,,254.3647498,255,0,255,1225275,12.71293824,0.997371142,19.98200264,-0.132622611,0.248231563,45.87896383,34.95904093,3.036341036,1.312363343,4824,275.7762352,0.797082889,0.933707539,3.970573035,53.45152355
ID5402,5402,4,6690,663.0174338,1242.348102,0,38,38,46.15332879,1,,254.7333035,255,0,255,1704930,8.242975479,0.692476517,25.28797852,0.358588771,6.82156718,56.77768374,47.19855843,0.958324299,1.202953768,6692,340.4844569,0.725389415,0.911468265,4.162165309,74.14958449
ID5371,5371,16,3581,584.3856241,325.4996751,0,38,38,33.8066805,1,,253.8616071,255,0,255,909840,17.00220272,0.99813666,14.91717723,1.196733799,1.686817386,42.88597929,27.94807765,0.760452222,1.534487625,3590.5,252.8331191,0.705824729,0.908642288,4.219456335,39.78393352
ID5403,5403,5,3850,962.8480367,1257.932624,0,38,38,35.02522379,1,,254.0746501,255,0,255,980220,15.33521809,0.702128618,13.66865167,-2.403015235,4.942644809,51.96700073,28.79498089,2.850470851,1.804724265,3854,270.6527767,0.661144821,0.943682664,4.359700263,42.70360111
ID5373,5373,8,11903,1010.470505,522.6321043,0,38,38,61.56133125,1,,254.2932729,255,0,255,3027870,13.40638097,0.99826087,18.95156913,-0.578739568,-0.745190277,79.77089586,48.59325105,1.526806408,1.641604423,11906,466.5237547,0.687429583,0.910418658,4.275538516,131.9224377
ID5374,5374,14,922,786.6215729,517.1910173,0,38,38,17.14987857,1,,252.7898158,255,0,255,233325,23.64990551,0.996367565,10.66938128,-1.138173158,-0.15526346,23.40768039,14.42321035,-0.110550201,1.622917493,924,132.2904486,0.663475449,0.899270073,4.352036244,10.23822715
ID5409,5409,11,7661,287.9271037,21.13173131,0,39,39,49.36900646,1,,254.5334553,255,0,255,1947690,10.89801606,0.694302505,19.14190712,-5.385169435,-16.88409085,94.38133444,46.08773209,0.11406562,2.047862417,7657,448.6322829,0.478065571,0.925540916,5.12697498,84.84210526
ID5410,5410,17,2980,885.3262233,18.88590303,0,39,39,30.78325082,1,,254.8289165,255,0,255,759645,6.603912492,0.705522871,31.92500271,0.996721417,-14.89888968,42.76380827,39.34976912,-0.987277255,1.086761352,2977,229.9096381,0.70774098,0.947636479,4.213740249,32.98614958
ID5411,5411,12,3172,763.8791943,193.0765752,0,39,39,31.76041608,1,,254.0340909,255,0,255,804780,15.66688597,0.994734619,16.17191398,-0.948440841,-0.830196685,38.75283203,28.36073765,1.001392563,1.366425391,3169,241.0167889,0.685547437,0.863017429,4.281403663,35.11357341
ID5443,5443,4,6962,664.0482837,1240.49823,0,39,39,47.09378018,1,,254.3415579,255,0,255,1773015,12.94191721,0.691939717,16.07430038,0.583551282,9.095435356,57.9358073,48.7940662,1.398196385,1.187353541,6967.5,348.7170556,0.720013208,0.91126079,4.177675472,77.20221607
ID5412,5412,6,9507,1093.244895,232.0928555,0,39,39,55.01499389,1,,254.2491324,255,0,255,2417655,13.81765227,0.99824355,18.38413959,1.2410086,2.08190771,69.02762837,47.47278419,0.946827308,1.454046346,9508.5,420.8471694,0.674641501,0.890892907,4.315870501,105.3573407
ID5413,5413,7,2281,1262.867134,275.2658782,0,39,39,26.95740103,1,,254.3307087,255,0,255,581400,13.04974465,0.695248443,15.98576608,9.177931424,0.004216477,36.27617197,31.78341218,-1.371579192,1.14135549,2283,200.0766737,0.716675995,0.970250744,4.187390881,25.29639889
ID5414,5414,16,3374,581.7517971,323.1890694,0,39,39,32.82497471,1,,254.3212067,255,0,255,859860,13.14087495,0.99921042,19.3458019,-1.114271509,-0.880260015,47.87807978,25.13488583,0.534896748,1.904845723,3385,273.8622776,0.567158056,0.826416016,4.707094087,37.50692521
ID5446,5446,5,3815,962.1157511,1258.709781,0,39,39,34.84070537,1,,254.3314106,255,0,255,970020,13.04177453,0.707455849,16.16006737,-2.786425728,2.712401634,55.19512899,25.26797052,2.954414289,2.184391063,3813.5,272.0766538,0.647367749,0.944286245,4.405846907,42.25484765
ID5415,5415,8,12103,1011.783853,521.9553467,0,39,39,62.0672651,1,,254.4521567,255,0,255,3079380,11.80726204,0.998841395,21.53798785,0.864296661,-1.293088312,78.70219398,50.94927766,1.561675545,1.544716581,12102.5,467.4991189,0.695862386,0.908016656,4.249553009,134.099723
ID5416,5416,14,2495,788.3294821,525.5138114,0,39,39,28.26584183,1,,251.2514899,255,0,255,632400,30.6951639,0.995964655,8.168828241,-1.497517398,-0.158469166,35.40985791,25.84808225,-0.701636275,1.369922053,2510,223.8040485,0.629720322,0.817323347,4.467155576,27.81163435
ID5417,5417,9,8020,627.6207269,718.0016199,0,39,39,50.54143683,1,,254.364486,255,0,255,2041275,12.71504396,0.999084325,19.99583926,-0.552153268,-0.84837168,61.11300032,43.97106215,1.552107921,1.389845897,8025,378.8225676,0.702721463,0.89534754,4.228762775,88.91966759
ID5420,5420,0,11021,977.5901809,770.6785904,0,39,39,59.1928718,1,,254.7218182,255,0,255,2801940,8.41816018,0.997638187,30.22283426,-0.431962147,-0.670376051,64.86164274,57.46668744,-1.035983518,1.12868247,11007.5,448.4292873,0.687876733,0.890142326,4.274148646,121.966759
ID5422,5422,1,7145,752.0901314,993.9144201,0,39,39,47.6748544,1,,254.6783462,255,0,255,1817130,9.051505152,0.997852222,28.10632614,0.984778044,-2.980670018,54.18048381,49.07825419,-1.092811914,1.103961107,7140.5,407.3154592,0.540849834,0.768415389,4.820216908,79.11911357
ID5425,5425,10,9631,1229.110545,1016.962447,0,39,39,55.31647979,1,,254.7083593,255,0,255,2449785,8.619225121,0.704093856,24.41979501,1.519431829,-1.729367421,66.67024573,51.86689292,2.620472817,1.285410442,9613,404.2217992,0.739314706,0.939549431,4.12278094,106.5152355
ID5431,5431,2,10303,465.3681045,1040.348642,0,39,39,57.24091905,1,,254.7522347,255,0,255,2621910,7.945117097,0.998251154,32.03593797,-0.245979225,-0.635748467,63.72975709,52.54142541,1.924013989,1.212943056,10293.5,410.520852,0.767542601,0.92834596,4.046259082,114.0554017
ID5434,5434,15,3199,988.8540104,1050.103073,0,39,39,31.91538243,1,,254.043152,255,0,255,812430,15.59348337,0.9966597,16.26436801,-0.224676475,-0.255938566,35.58691265,31.07244145,-0.175107067,1.14528859,3200,236.7200203,0.717612283,0.903061944,4.18465829,35.45706371
ID5438,5438,3,4781,775.9016576,1172.69376,0,39,39,39.0311557,1,,253.9341693,255,0,255,1215075,16.45318853,0.981704766,15.29125076,0.605867028,-0.190031747,48.56124361,33.20698893,-0.278388614,1.462380215,4786,296.7494951,0.682971499,0.88107511,4.289470068,53.03047091
ID5473,5473,4,6740,664.8072468,1241.0866,0,40,40,46.29793487,1,,254.6214371,255,0,255,1715130,9.818582026,0.692494976,21.22097954,-0.355921647,11.65445297,60.19225318,47.52078596,1.415942259,1.266651045,6734,350.1352489,0.690257775,0.901653612,4.266770447,74.61495845
ID5442,5442,9,8118,626.5531812,718.2838216,0,40,40,50.80056498,1,,254.5913462,255,0,255,2065245,10.20061566,0.998025303,24.93376241,0.044198483,-0.024355581,59.94975794,45.43881261,1.504939288,1.319351332,8107.5,376.6846119,0.718027476,0.899484107,4.183448243,89.83379501
ID5475,5475,5,3804,962.1322518,1258.74248,0,40,40,34.80871416,1,,254.3968463,255,0,255,967980,12.38873469,0.707188917,17.01251925,-2.727935769,2.188550384,55.21527677,25.29465627,2.965118246,2.182883064,3806.5,276.6788429,0.624861543,0.933423247,4.484489729,42.17728532
ID5449,5449,0,10363,976.4947934,769.6178872,0,40,40,57.45738407,1,,254.3604707,255,0,255,2636955,12.7548681,0.998454627,19.92680566,-0.894159956,0.424652621,63.42058645,54.69737707,2.011244842,1.159481311,10371.5,434.0890233,0.691661859,0.88452518,4.262437443,114.9196676
ID5418,5418,11,7660,288.2225704,20.0914175,0,40,40,49.3754536,1,,255,255,255,255,1951770,0,0.684901371,Infinity,-6.207237831,-17.18203151,95.15154723,46.84865756,0.115242024,2.031041062,7659,450.3810411,0.474484175,0.937511476,5.14628775,84.86426593
ID5419,5419,17,2370,881.8299528,14.45788436,0,40,40,27.44595317,1,,255,255,255,255,602055,0,0.670568857,Infinity,3.516182123,-8.582901027,41.82053606,27.97623773,2.697685169,1.49485919,2366.5,224.2324502,0.591451922,0.91194605,4.609408605,26.22160665
ID5421,5421,12,2977,766.2615208,192.5462512,0,40,40,30.78066562,1,,253.7155809,255,0,255,755565,18.0550989,0.996629033,14.02857037,-0.111579531,-0.165797905,39.98217508,25.62985727,1.223329846,1.559984305,2976.5,230.0814359,0.706565768,0.909966371,4.217243094,32.98060942
ID5423,5423,6,9295,1092.337643,230.6251187,0,40,40,54.40993564,1,,254.396839,255,0,255,2366145,12.3878464,0.999209955,20.52788666,1.437091871,0.414902544,64.27130529,49.13695684,0.899234223,1.308003373,9300.5,403.0809199,0.719335807,0.910786858,4.179642076,103.0526316
ID5455,5455,1,7159,752.1085214,994.2545368,0,40,40,47.7215683,1,,254.6432069,255,0,255,1819935,9.532452104,0.997483746,26.67964413,0.3033722,-1.788096048,53.03284466,49.94167308,2.153509402,1.061895635,7154.5,413.1395716,0.526739106,0.762821196,4.884354207,79.27423823
ID5424,5424,7,2301,1263.110037,275.4474256,0,40,40,27.06640359,1,,254.3359375,255,0,255,585990,12.99878054,0.706797909,16.20497137,7.513271378,-0.208825503,36.91720756,29.74430512,-1.535640682,1.241152127,2301.5,200.2723375,0.721072462,0.968033649,4.174605847,25.50138504
ID5427,5427,16,3578,583.2538841,326.288585,0,40,40,33.77135357,1,,254.0716886,255,0,255,907290,15.35980829,0.996272089,16.51044212,0.211816291,1.992472645,42.86341022,30.63483733,0.77522385,1.399172118,3583,268.4395592,0.624832539,0.85279067,4.484593808,39.70083102
ID5459,5459,10,9558,1228.923678,1017.351279,0,40,40,55.16810652,1,,254.3070652,255,0,255,2433210,13.27541451,0.699859345,15.77386466,1.731859687,-0.458667882,66.76545786,51.41573713,2.595995169,1.298541295,9561.5,401.7377919,0.744475683,0.943413912,4.108465776,105.9445983
ID5466,5466,2,10341,465.9483225,1039.802443,0,40,40,57.37838576,1,,254.6548724,255,0,255,2634150,9.37533599,0.99916129,27.15081754,0.32697753,-0.043505496,64.46134712,52.50060101,-1.161745532,1.227821127,10343,414.5472654,0.756324692,0.921302276,4.076155959,114.6038781
ID5435,5435,8,12146,1011.706422,521.3251822,0,40,40,62.22988089,1,,254.3079201,255,0,255,3092130,13.26709789,0.998956558,19.15830991,0.986276161,-2.146016707,80.18415098,50.2661362,1.55982431,1.595192252,12166,464.5480377,0.708429139,0.914118266,4.211693164,134.8033241
ID5436,5436,14,2051,793.8866343,524.771851,0,40,40,25.59145543,1,,253.8804878,255,0,255,520455,16.86300729,0.999024137,15.04811963,0.850245062,-0.556681923,36.03207801,21.59058152,1.91364357,1.66887946,2057.5,200.9502755,0.640283774,0.868876689,4.430152579,22.79778393
ID5468,5468,15,3499,990.9946267,1050.530718,0,40,40,33.40173874,1,,254.2722603,255,0,255,890970,13.6050303,0.998856161,18.67888187,3.115254366,-0.351227888,41.38001979,31.28131988,0.0029792,1.32283484,3505,258.1903562,0.660720609,0.860017176,4.361099601,38.8365651
ID5470,5470,3,4779,775.9674053,1171.989913,0,40,40,39.02096027,1,,254.5201756,255,0,255,1217370,11.05217279,0.994291481,22.963053,1.358504176,-0.29082729,49.85022016,33.5371752,2.861939287,1.486416786,4783.5,299.4168702,0.670506681,0.878028634,4.32915741,53.00277008
ID5472,5472,10,9085,1227.655415,1019.057379,0,41,41,53.76108041,1,,254.6071311,255,0,255,2313615,10.00191187,0.70402887,21.0344449,-0.708934539,0.165855559,61.68677413,50.60189118,-0.672367727,1.219060646,9080,398.1144846,0.719912567,0.92766653,4.177967473,100.6094183
ID5441,5441,6,10032,1092.08641,234.4849217,0,41,41,56.52182917,1,,254.4666866,255,0,255,2555100,11.650065,0.999401109,21.83596956,0.191270074,0.450358834,72.04051299,46.27804399,1.132630167,1.556688805,10036.5,423.6425322,0.702737359,0.918840978,4.228714947,111.2077562
ID5444,5444,7,2223,1263.901455,274.3425238,0,41,41,26.5918298,1,,254.4272237,255,0,255,566355,12.07457558,0.69770973,17.31940796,5.330080728,-0.279806028,37.46509542,25.52238507,-1.514713262,1.467930811,2221.5,202.4098416,0.681385569,0.955278435,4.294459053,24.61495845
ID5445,5445,16,3362,584.2005482,330.3065886,0,41,41,32.77402494,1,,254.0919881,255,0,255,856290,15.19167614,0.997623633,16.70584067,0.434183763,0.576456473,38.34471549,33.21008124,1.34705462,1.15461071,3374.5,256.7400263,0.643327526,0.858214649,4.419660044,37.39058172
ID5478,5478,2,10385,466.344919,1040.496384,0,41,41,57.45876904,1,,254.6558041,255,0,255,2641290,9.362688628,0.998135228,27.17362022,-0.52226374,-0.419403068,63.54818013,53.7978442,2.089030635,1.181240272,10372,417.689462,0.747076947,0.921914582,4.10130686,114.9252078
ID5447,5447,,663,422.281203,360.0225564,0,41,41,14.54909187,1,,254.6165414,255,0,255,169320,9.888475863,0.993993994,25.67125891,0.79962457,1.485737601,25.24922668,10.14777935,1.708196697,2.488152905,665,127.976369,0.510236991,0.794029851,4.96271073,7.368421053
ID5481,5481,15,3325,991.284784,1049.913637,0,41,41,32.48135031,1,,254.6139873,255,0,255,840990,9.915341737,0.994776204,25.6115449,4.371729149,0.724041035,43.3029677,29.97329183,0.224079873,1.444718449,3314.5,253.5203053,0.648040859,0.849109773,4.403558169,36.72576177
ID5451,5451,8,12000,1011.854961,520.676807,0,41,41,61.82060861,1,,254.2143392,255,0,255,3052860,14.13304151,0.998608542,17.97471207,0.887853824,-1.099858419,78.98919923,50.27653358,1.546937608,1.571094775,12006.5,469.7815855,0.683650775,0.907177937,4.287338527,133.0360111
ID5453,5453,14,1852,791.7194505,527.0331706,0,41,41,24.22732817,1,,254.7225245,255,0,255,468180,8.409384015,0.991351321,30.15871714,-0.108821755,0.817311838,37.58781346,17.11245212,1.735967479,2.196518255,1844,195.6249281,0.605511492,0.889532079,4.555580621,20.43213296
ID5485,5485,3,4962,775.6705551,1173.09768,0,41,41,39.78236738,1,,254.3841819,255,0,255,1264035,12.51742422,0.99396984,20.2609474,1.052210339,-1.092686515,47.87349129,35.30804884,-0.246909996,1.355880398,4972,291.6914209,0.734334059,0.904904905,4.136738765,55.09141274
ID5487,5487,4,6631,664.0050116,1241.987433,0,41,41,45.89743813,1,,254.6149781,255,0,255,1686315,9.901875832,0.682709752,20.86523895,-0.031400923,5.253115877,54.76085022,48.09778475,1.47346717,1.13853165,6618,352.4281401,0.669569205,0.878126451,4.332187017,73.32963989
ID5458,5458,9,8219,626.3660061,718.0890625,0,41,41,51.16891604,1,,254.2259592,255,0,255,2093805,14.02872623,0.999187375,18.1144473,0.435495757,0.228151812,60.4246511,45.20904523,1.345127263,1.336561097,8225.5,371.1717459,0.750278241,0.926399369,4.09254776,91.14127424
ID5490,5490,5,3862,961.5769198,1258.762374,0,41,41,35.04793647,1,,254.669089,255,0,255,981240,9.181213161,0.707828152,22.99269208,-2.360584795,2.061038114,55.25135881,26.01924275,-0.16858788,2.123480661,3859,278.9675375,0.623128055,0.921332219,4.490723125,42.75900277
ID5430,5430,11,7754,284.9061686,22.0583823,0,41,41,49.64708052,1,,254.7694692,255,0,255,1972680,7.66418921,0.693722277,27.23043639,-0.972487823,-11.03564608,88.69630949,42.43772426,0.016491265,2.09003454,7743.5,460.3205443,0.459225981,0.908754841,5.231084154,85.80055402
ID5463,5463,0,10205,976.1841211,767.9794404,0,41,41,56.97476827,1,,254.499951,255,0,255,2595645,11.28161918,0.998102281,22.53738872,-1.602913765,0.299536854,63.6589591,54.03015172,2.035135138,1.17821174,10198,422.6973357,0.717242228,0.900485651,4.185737671,112.9972299
ID5432,5432,17,2929,884.2940675,17.04426639,0,41,41,30.55491607,1,,255,255,255,255,747405,0,0.684502728,Infinity,1.052326182,-11.56462266,41.58639769,36.90212349,-0.235350671,1.126937795,2933,232.2754343,0.683148887,0.940667094,4.288913125,32.49861496
ID5433,5433,12,2637,767.7568564,194.0678078,0,41,41,29.00779523,1,,254.3238636,255,0,255,671415,13.11574521,0.997979153,19.37111653,0.102362152,-0.507773283,38.64717954,24.79079878,1.269312634,1.558932404,2643.5,229.4716979,0.630856992,0.861636245,4.46312933,29.29085873
ID5469,5469,1,7193,752.7845636,992.4132931,0,41,41,47.87473588,1,,254.6811171,255,0,255,1832940,9.012476404,0.999721932,28.25479829,-0.090852091,-3.548314665,51.62067558,50.80879238,1.2345022,1.015979187,7200.5,413.6552174,0.528804943,0.771427041,4.874804227,79.78393352
ID5440,5440,16,2906,584.9284895,324.0893952,0,42,42,30.4218013,1,,253.7723521,255,0,255,737970,17.65361881,0.996320362,14.34859329,1.224074538,0.40107672,38.81484377,25.18087154,0.766321955,1.541441634,2907.5,227.9378665,0.703228769,0.896822949,4.227237196,32.21606648
ID5477,5477,2,10589,466.6616372,1039.573971,0,42,42,58.05261338,1,,254.3502265,255,0,255,2695095,12.85634612,0.998549105,19.76965869,-0.326300135,-0.805575855,65.07386427,54.65267853,1.956695735,1.190680238,10587.5,415.130466,0.772029816,0.926817525,4.03448305,117.3130194
ID5448,5448,8,12471,1012.932552,520.5714591,0,42,42,62.98741479,1,,254.69319,255,0,255,3175260,8.840174238,0.998555146,28.79005016,0.1115057,0.547077753,81.09963793,50.60129454,1.416160852,1.602718639,12464,478.009756,0.685478414,0.905945632,4.281619211,138.1052632
ID5480,5480,15,2915,991.7181091,1055.736275,0,42,42,30.47407247,1,,253.8627787,255,0,255,740010,16.99403496,0.995876981,14.90748711,0.824467392,1.055303737,35.6867998,28.84641049,0.504749074,1.237131386,2917.5,232.123552,0.680428214,0.886912905,4.29747912,32.32686981
ID5450,5450,14,2650,788.4986755,525.3956796,0,42,42,29.00230808,1,,253.6492622,255,0,255,670395,18.51332832,0.994435668,13.66267559,-1.440980258,2.377567759,39.86597514,22.59620984,-0.84521481,1.764277081,2642.5,230.1753204,0.626768768,0.85159523,4.477661494,29.27977839
ID5483,5483,3,4924,772.7624632,1172.906031,0,42,42,39.59188092,1,,254.5857868,255,0,255,1253835,10.27006373,0.994051442,24.71516492,0.49855817,1.72468835,45.32301789,36.54962267,2.504203965,1.240040651,4924.5,290.2212533,0.734705988,0.893900889,4.135691568,54.56509695
ID5454,5454,9,7802,629.4350991,713.8715984,0,42,42,49.81669427,1,,254.5094896,255,0,255,1984665,11.17387845,0.998202479,22.75669473,-0.26763878,1.490835415,58.90450089,44.38770554,1.256740967,1.32704541,7796.5,386.0597263,0.657355877,0.863878116,4.372246682,86.38781163
ID5486,5486,4,6805,664.3083144,1242.348956,0,42,42,46.56358867,1,,254.0277167,255,0,255,1732215,15.71696978,0.68762158,13.17093813,-0.903837,13.49842883,63.56143422,49.85665092,1.512111322,1.274883753,6811.5,348.5553314,0.704545694,0.902843131,4.223284607,75.47368421
ID5489,5489,5,3890,962.1764554,1258.264297,0,42,42,35.15222579,1,,254.8025806,255,0,255,987360,7.093373375,0.713717351,29.92044569,-0.724217001,2.191910139,52.66902542,27.70885251,2.986319884,1.900801392,3882,275.0159962,0.644984807,0.922528517,4.413978257,43.01385042
ID5426,5426,11,7592,293.2847556,20.67860516,0,42,42,49.14444283,1,,255,255,255,255,1936980,0,0.69052526,Infinity,-6.354645776,-10.5918496,92.56769498,39.26188574,0.131697569,2.35769865,7587.5,444.6384026,0.482274867,0.93046784,5.104551821,84.07202216
ID5428,5428,17,1940,881.3191974,10.98517659,0,42,42,24.8467709,1,,255,255,255,255,494190,0,0.680069299,Infinity,2.272776239,-5.022067042,42.01583691,21.04079758,-0.183053127,1.996874727,1939.5,215.6647626,0.524012039,0.894809689,4.897047309,21.49030471
ID5460,5460,0,9980,982.991376,770.1317189,0,42,42,56.31307345,1,,254.6924314,255,0,255,2533935,8.851173312,0.996789239,28.72872179,-0.153692901,0.166598557,64.27740282,53.77448327,-1.339194249,1.195314188,9962.5,457.5496581,0.598000749,0.817335302,4.584099841,110.3878116
