LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index,
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index,
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,,nm^2
ID6105,6105,16,2517,592.034205,315.312599,0,79,79,28.34456125,1,,253.8886688,255,0,255,640815,16.80078084,0.998674443,15.10169602,0.019814381,-1.228030074,37.99764632,23.34505658,0.247190187,1.627652784,2524,218.0770467,0.666928537,0.866460693,4.340755076,27.966759
ID6106,6106,8,12436,1036.626679,501.5758117,0,79,79,62.94570921,1,,254.651275,255,0,255,3165570,9.423927017,0.9988208,27.00583776,0.811057247,-0.529111512,75.08008115,55.36146888,1.444309932,1.356179355,12447.5,484.5018453,0.666348045,0.878533366,4.342645396,137.9224377
ID6107,6107,14,1556,819.290159,502.0766891,0,79,79,22.29441381,1,,254.0192308,255,0,255,396270,15.7890484,0.998715061,16.07797505,0.477071603,0.658336044,30.86320256,16.30855758,0.577956844,1.892454462,1561.5,176.4107848,0.630523952,0.854445964,4.464307877,17.30193906
ID6108,6108,9,8244,648.36945,695.8474321,0,79,79,51.21244289,1,,254.5973032,255,0,255,2095845,10.12610357,0.997329283,25.10905287,0.269596625,2.701543216,58.91001392,48.81424772,1.164182564,1.206820071,8239.5,375.271505,0.735223778,0.906934507,4.134235005,91.29639889
ID6109,6109,0,11166,1003.614273,757.4917992,0,79,79,59.59481987,1,,254.7715668,255,0,255,2844015,7.629122003,0.998685174,33.3726432,1.848033129,1.761207194,64.82329946,61.02334965,2.360079561,1.062270423,11157.5,444.1151272,0.710862537,0.888760554,4.20447833,123.6288089
ID6110,6110,1,5821,777.04058,989.2715912,0,79,79,43.07098811,1,,254.5180412,255,0,255,1481295,11.0764742,0.997824837,22.95323639,-0.831914841,-1.103145008,48.36779635,45.61137746,0.032492782,1.060432704,5828,348.3290628,0.603601047,0.811699164,4.562784313,64.57617729
ID6111,6111,2,10478,493.464209,1020.872433,0,79,79,57.75025396,1,,254.7322707,255,0,255,2668830,8.25868062,0.999235949,30.83239696,1.002158155,0.325988094,67.33898968,51.96826563,2.104646053,1.295771349,10477.5,435.6152864,0.693843159,0.892765849,4.255732056,116.0941828
ID6145,6145,2,9869,490.058501,1024.722718,0,80,80,56.03541623,1,,254.7154595,255,0,255,2510985,8.513765947,0.998715326,29.89884179,-1.037719666,0.415207749,66.78466611,48.28495591,-0.990121638,1.383136111,9864.5,407.7050891,0.745748994,0.912070639,4.104956827,109.3019391
ID6147,6147,15,2728,1008.479907,1035.432149,0,80,80,29.4731688,1,,253.88117,255,0,255,694365,16.85686092,0.997549344,15.04252196,-0.361188378,0.212775343,33.75036089,27.80142173,0.135593621,1.213979674,2729,215.1933574,0.740552201,0.910881175,4.119334827,30.23822715
ID6148,6148,3,4656,798.1110574,1159.971587,0,80,80,38.49121153,1,,254.3430657,255,0,255,1184730,12.92758926,0.996988929,19.64477373,-0.398025719,0.046996252,41.88544654,36.83346385,2.395150866,1.137157415,4654.5,272.4942125,0.787713581,0.93982837,3.994116842,51.5734072
ID6152,6152,4,7450,689.3672481,1230.46471,0,80,80,48.7052813,1,,254.3847185,255,0,255,1897710,12.51156247,0.795954145,18.02197034,-0.942287529,1.076455147,54.3495968,46.49079819,0.519658407,1.169039873,7452.5,361.3351974,0.71728428,0.894282114,4.18561497,82.57617729
ID6122,6122,11,4817,323.2703026,16.83579425,0,80,80,39.12279499,1,,254.8939047,255,0,255,1225275,5.200833255,0.692081992,40.09153286,0.801836801,-10.41723066,68.55343957,35.79542874,-0.036420615,1.915145089,4808.5,356.454424,0.475566732,0.900552486,5.140427035,53.27977839
ID6154,6154,5,5722,973.4991856,1250.825248,0,80,80,42.70918874,1,,254.5547407,255,0,255,1457835,10.64719022,0.713707704,19.91405983,-0.049703248,1.07364529,61.1402213,32.08142587,2.953433252,1.90578254,5730.5,329.1127275,0.6648337,0.915196039,4.347588379,63.49584488
ID6124,6124,31,1959,902.4259731,8.935747068,0,80,80,24.98410869,1,,255,255,255,255,500055,0,0.68519049,Infinity,2.446912359,-3.047277457,50.61038829,17.4886452,-0.069686368,2.893899882,1961,239.9939901,0.42784526,0.880359147,5.419529311,21.72853186
ID6126,6126,12,2507,785.7261267,174.3405135,0,80,80,28.31366187,1,,253.077381,255,0,255,637755,22.0627413,0.999466705,11.46774451,-0.695657437,0.127242034,32.51004873,26.85910007,1.568633081,1.21039233,2518.5,215.2459621,0.68309608,0.880440482,4.2890789,27.90581717
ID6128,6128,6,10269,1113.936756,216.8392863,0,80,80,57.18945777,1,,254.5286965,255,0,255,2616555,10.95317015,0.998765714,23.2235522,-0.581481908,0.267840779,73.81874155,46.01079551,1.246655546,1.604378727,10275,421.187603,0.727847735,0.923429496,4.155130466,113.8504155
ID6129,6129,16,2279,595.372059,317.9230601,0,80,80,26.94559056,1,,253.8825592,255,0,255,579360,16.84705064,0.997654307,15.05215659,0.6334568,-0.678257968,37.43613062,22.342277,0.385082764,1.67557365,2281,217.9263188,0.603553515,0.818149211,4.562963977,25.27423823
ID6131,6131,8,12298,1036.929285,501.5150242,0,80,80,62.60598041,1,,254.6891002,255,0,255,3133440,8.898832617,0.998916443,28.60499251,0.67566855,-0.091169188,73.69873692,54.88148346,1.385330868,1.342870715,12313.5,475.2716094,0.685026913,0.891378312,4.283029986,136.4376731
ID6132,6132,14,1518,820.172927,502.1676551,0,80,80,21.97806298,1,,252.6451187,255,0,255,383010,24.39963039,0.992050275,10.31314317,-0.105713269,0.608583722,31.03531915,17.51252788,0.626844475,1.772178144,1517.5,174.3276975,0.627488507,0.848713647,4.475092783,16.81440443
ID6135,6135,9,8161,648.348537,696.4338616,0,80,80,50.90072022,1,,254.6556169,255,0,255,2074170,9.36535362,0.997869858,27.16225268,-0.357900754,2.059197752,57.90840536,48.02170326,1.129096189,1.205879871,8139.5,378.1597547,0.715248534,0.893027593,4.191567302,90.18836565
ID6137,6137,0,11285,1004.058757,760.2293403,0,80,80,59.91576501,1,,254.4578794,255,0,255,2872575,11.7455988,0.99881594,21.65127106,1.082590767,1.465555256,65.84478847,61.00950261,2.080906109,1.079254635,11278,464.9718131,0.655524158,0.871022552,4.378351066,124.9639889
ID6140,6140,1,5899,775.6508031,990.7039079,0,80,80,43.31418323,1,,254.5673566,255,0,255,1500420,10.49550225,0.997171466,24.22054842,2.77666282,-0.399258672,52.75541524,39.37754174,2.780167947,1.339733587,5894,346.6690378,0.616296761,0.831663609,4.515543073,65.30747922
ID6141,6141,30,861,12.52946916,972.930523,0,80,80,16.48746927,1,,249.6378505,255,0,255,213690,36.60821072,0.662592831,5.435290446,0.130155473,0.119127513,25.42484622,12.41639098,2.077554223,2.047684087,854,135.7375147,0.582462471,0.85059761,4.644842133,9.462603878
ID6143,6143,10,6880,1242.974155,1007.513256,0,80,80,46.78863369,1,,254.5187981,255,0,255,1753380,11.06764267,0.700994052,18.95423532,4.942850136,-1.947371875,60.56912156,43.80661255,2.290506305,1.382647916,6877.5,350.1190652,0.705032184,0.916205955,4.221827269,76.20498615
ID6176,6176,4,7679,690.8043761,1231.509855,0,81,81,49.43665954,1,,254.701133,255,0,255,1955850,8.725347441,0.735395094,24.74004619,0.502382403,1.339480653,54.73638284,49.31412885,0.949574498,1.109953357,7678,362.9743241,0.73232888,0.918146487,4.142398266,85.07479224
ID6178,6178,5,5280,976.2294677,1252.976109,0,81,81,40.91833332,1,,254.7094569,255,0,255,1341300,8.603379148,0.69730287,24.3258548,-3.541977205,3.897915994,60.62046962,32.65061031,2.802169107,1.85664124,5260,321.9972961,0.637516102,0.924753868,4.439758555,58.28254848
ID6149,6149,11,4714,327.0837397,17.90580171,0,81,81,38.74877718,1,,255,255,255,255,1203345,0,0.694121872,Infinity,2.539104048,-15.63174788,65.06718998,42.87423728,-0.104303242,1.517629096,4717,335.5266926,0.526528142,0.919224398,4.885332615,52.26592798
ID6150,6150,31,1952,909.2390188,8.267360219,0,81,81,24.89156872,1,,255,255,255,255,495465,0,0.672370588,Infinity,-0.55562925,-0.53249532,53.25483233,13.79344525,0.004886878,3.860879668,1946.5,246.7979587,0.401588387,0.862428002,5.593895632,21.56786704
ID6151,6151,,537,540.3939535,133.5378295,0,81,81,13.08019739,1,,254.0502793,255,0,255,136425,15.54757039,0.99379458,16.28933495,0.338559947,-0.114416993,15.48170126,11.97942774,2.189367312,1.292357331,537.5,90.47561769,0.825135399,0.949646643,3.902494705,5.95567867
ID6153,6153,12,2331,788.9892081,183.1322184,0,81,81,27.24515837,1,,254.0150215,255,0,255,591855,15.82108634,0.99713425,16.03243431,-0.876725422,0.261291179,33.21133878,24.50523544,1.449745695,1.355275237,2332,207.5793735,0.68009568,0.868528864,4.298529622,25.83933518
ID6155,6155,6,10500,1112.599919,217.0523419,0,81,81,57.79433182,1,,254.6354365,255,0,255,2671635,9.635332309,0.998601287,26.40876545,0.370273579,1.121126486,69.23240263,50.74508043,1.165113943,1.364317527,10493.5,421.1974639,0.743290763,0.921048012,4.111739235,116.2714681
ID6156,6156,33,468,566.8387155,236.605131,0,81,81,12.15956176,1,,252.8064516,255,0,255,117555,23.57410275,0.994225965,10.69285582,1.392191915,0.521317381,16.53726893,11.00613695,0.381632463,1.502549805,464.5,90.0759633,0.719412123,0.907226563,4.17942038,5.146814404
ID6157,6157,16,1607,600.6114917,324.2393335,0,81,81,22.6063381,1,,254.2065961,255,0,255,408510,14.2061282,0.998335246,17.87924341,-0.791641547,0.892999942,26.1773815,21.97311752,2.948360576,1.191336708,1605.5,164.1219601,0.749008565,0.904761905,4.096015015,17.78947368
ID6158,6158,8,12116,1030.835053,507.0119146,0,81,81,62.09674678,1,,254.7472328,255,0,255,3083970,8.024778501,0.998403742,31.71972275,-0.192845623,-0.613703053,78.52309236,51.74963029,1.568428407,1.517365282,12114,461.8999978,0.71351238,0.915542456,4.196663769,134.2271468
ID6159,6159,14,2547,810.8093323,514.0112157,0,81,81,28.48179673,1,,254.2994505,255,0,255,647955,13.34987959,0.996334357,19.01384259,-0.676523235,3.463386809,34.65081409,29.82164803,2.342266904,1.161934916,2548.5,241.2411596,0.550290084,0.800282619,4.778692534,28.23822715
ID6160,6160,9,8302,646.3831609,700.704684,0,81,81,51.43726056,1,,254.2940539,255,0,255,2112675,13.39923505,0.998473035,18.96375096,-0.056024313,1.822878693,62.05337626,47.05266632,0.908100383,1.318806799,8312,400.9208599,0.649827509,0.860321896,4.397500382,92.09972299
ID6163,6163,0,11989,999.9099285,757.3387558,0,81,81,61.81030989,1,,254.384058,255,0,255,3054135,12.5179425,0.999165172,20.31306902,-0.102013684,0.86826036,67.21624081,58.33512117,-0.993804913,1.152243099,12002.5,455.1080352,0.728203182,0.899333134,4.154116251,132.9916898
ID6166,6166,1,6906,787.2528773,986.8728556,0,81,81,46.89056983,1,,254.446214,255,0,255,1757460,11.87135875,0.998743384,21.42014645,-1.373098434,-2.180412295,58.17474213,42.02959755,2.610510706,1.384137501,6907.5,385.1410352,0.585182286,0.82408733,4.634035394,76.53739612
ID6169,6169,10,7205,1240.972573,1009.460283,0,81,81,47.87639805,1,,254.5049917,255,0,255,1835490,11.22495252,0.699858847,18.66978793,8.502431239,-2.658524491,65.21181523,43.79387307,2.446460396,1.489062525,7201,352.5773305,0.727937184,0.921433141,4.154875166,79.78947368
ID6172,6172,2,10681,489.507065,1024.664507,0,81,81,58.32339667,1,,254.6658868,255,0,255,2721105,9.224706459,0.999063451,27.59400296,-0.487782999,-0.622288142,65.57628581,54.93291099,-0.878620814,1.193752245,10686.5,441.296056,0.68958096,0.895054232,4.268863823,118.4099723
ID6173,6173,15,1081,1005.544363,1044.387563,0,81,81,18.62252993,1,,252.1823204,255,0,255,273870,26.66878084,0.996294448,9.438534792,-0.202183478,-0.96749575,29.77885349,13.64493208,2.931774034,2.182411265,1089.5,164.8720902,0.503666204,0.828832256,4.994977388,12.07202216
ID6174,6174,3,3650,795.5105726,1159.457115,0,81,81,34.04593148,1,,254.7195491,255,0,255,926415,8.453163852,0.996706459,30.08333885,0.086519925,-0.460793404,39.61659205,31.99075032,2.037475893,1.238376457,3641.5,254.4592799,0.706730103,0.895597639,4.216752748,40.34903047
ID6240,6240,4,7308,689.1977052,1233.359757,0,82,82,48.2489311,1,,254.7559141,255,0,255,1863030,7.886115915,0.738090975,27.43648712,0.195588807,1.130795195,56.82848376,43.87477559,0.863327099,1.295242722,7313.5,353.5842505,0.735104879,0.924939927,4.134569336,81.03601108
ID6241,6241,5,5344,975.4926791,1252.907664,0,82,82,41.26691037,1,,254.0481523,255,0,255,1361190,15.55185811,0.699528454,13.44747345,-3.1548067,5.115761534,63.67511073,32.68757199,2.784427488,1.947991449,5350,328.5798909,0.622704041,0.926968726,4.492251786,59.27977839
ID6210,6210,10,7189,1241.150836,1009.711198,0,82,82,47.87639805,1,,254.0803163,255,0,255,1831665,15.28744424,0.703669542,13.72933573,8.813994094,-3.399881052,66.60874383,42.70151347,2.383832919,1.559868454,7201,354.938506,0.718284411,0.924924539,4.182699953,79.78947368
ID6214,6214,2,10132,490.8929323,1022.492028,0,82,82,56.81251839,1,,254.446691,255,0,255,2579835,11.86598215,0.998748889,21.42995139,-0.501793018,0.055834019,62.42338158,55.60538749,-0.873860036,1.122613912,10140,427.9525987,0.695755236,0.894377067,4.249880225,112.3545706
ID6184,6184,11,4689,327.0279229,17.84026519,0,82,82,38.63154024,1,,254.9455826,255,0,255,1194675,3.725109456,0.692900323,56.02447874,2.895332903,-16.66380969,65.05900526,43.23764244,3.010216314,1.504684381,4688.5,332.0680192,0.534305545,0.927405796,4.849646592,51.9501385
ID6216,6216,15,1132,1004.321733,1044.961233,0,82,82,19.00741226,1,,252.7513228,255,0,255,286620,23.85073976,0.997041397,10.58151135,0.968080905,-0.194816464,29.2552309,14.66959425,3.027357583,1.994276761,1135,166.0025745,0.517578322,0.81742888,4.92738949,12.57617729
ID6217,6217,3,3840,794.7202683,1157.604728,0,82,82,34.95472068,1,,254.2687696,255,0,255,975375,13.63735856,0.997390732,18.62065938,0.222658856,-1.327123742,41.59997134,31.56742611,-1.420614345,1.317813216,3838.5,259.8805391,0.714206652,0.89978903,4.194623509,42.53185596
ID6186,6186,31,947,881.3581485,9.011791623,0,82,82,17.36201204,1,,255,255,255,255,241995,0,0.668232531,Infinity,-0.214567895,-3.358600263,24.33017651,16.71167788,0.173015118,1.455878738,947,131.4515124,0.688697757,0.947,4.271600196,10.49307479
ID6187,6187,12,2810,787.4191399,179.4585925,0,82,82,29.92598979,1,,253.9141235,255,0,255,715530,16.60774695,0.999524181,15.28525822,-0.179803301,0.507289158,34.67663608,28.19316462,1.052355199,1.229966077,2813.5,223.5782287,0.707290396,0.90003199,4.215082229,31.17451524
ID6194,6194,6,10519,1110.838217,218.0098459,0,82,82,57.84525498,1,,254.6363031,255,0,255,2678010,9.623888689,0.998350098,26.43692954,0.392757761,0.89293942,69.65656407,50.50472268,1.135536684,1.379208921,10512,432.5118479,0.706153635,0.905309392,4.218473571,116.4764543
ID6195,6195,33,439,566.8497895,236.3143896,0,82,82,11.77386748,1,,254.4178082,255,0,255,111435,12.18437131,0.995407638,20.83261155,-0.067387669,0.268053231,13.89286375,11.35362181,0.583146486,1.22365039,435.5,88.61442813,0.696929977,0.892418033,4.246296928,4.825484765
ID6197,6197,16,1614,600.7657005,324.8053757,0,82,82,22.71870332,1,,253.275968,255,0,255,412080,20.9027369,1,12.11688064,-0.519351337,0.530060243,26.28992622,21.15483099,3.10409986,1.242738655,1621.5,164.6275405,0.751833784,0.919217687,4.08831183,17.966759
ID6198,6198,,440,318.7547674,369.3714722,0,82,82,11.79412652,1,,253.2413793,255,0,255,110160,21.12774702,0.98626959,11.90334242,-0.06437868,-0.298182907,15.05106998,9.689706381,1.264725009,1.553305063,437,85.25741103,0.755487042,0.914225941,4.078415062,4.842105263
ID6203,6203,8,11857,1030.850886,507.8407373,0,82,82,61.39176009,1,,254.6122656,255,0,255,3014100,9.936311079,0.99797203,25.59841661,1.48788819,-0.043412031,79.43978043,50.92725141,-1.532040298,1.559867816,11840.5,464.0119581,0.691069236,0.907387539,4.264264667,131.1966759
ID6204,6204,14,2543,811.1250164,513.9019183,0,82,82,28.41746261,1,,254.5976331,255,0,255,645405,10.12334323,0.995535709,25.09329745,-0.914089005,2.568774598,34.53174024,29.1474868,-0.762033938,1.184724449,2537,237.0406778,0.56739378,0.810802173,4.706116205,28.11080332
ID6205,6205,9,8051,648.2817719,700.4649221,0,82,82,50.63110376,1,,254.7149422,255,0,255,2050710,8.521589625,0.998592161,29.86948778,-0.690311936,3.002010047,59.92180388,48.01466346,1.110313508,1.247989667,8053.5,391.1495196,0.661468131,0.859498399,4.358634676,89.23545706
ID6206,6206,0,12760,1003.065407,758.2099666,0,82,82,63.72096129,1,,254.7800518,255,0,255,3249210,7.486175282,0.998902133,34.01471486,1.261030881,1.71180446,66.26547211,65.07711612,2.864592786,1.018260735,12756,476.5637895,0.705801039,0.891217774,4.219527146,141.3407202
ID6207,6207,1,6893,787.2776971,986.7231505,0,82,82,46.80563846,1,,254.4814815,255,0,255,1752105,11.4879297,0.997963786,22.12949893,-0.727601852,-2.480885567,58.80540754,41.82332652,-0.5343661,1.406043288,6882.5,380.4306837,0.597592321,0.829266823,4.585666088,76.26038781
ID6177,6177,0,10184,1003.785055,756.2569898,0,83,83,56.94542972,1,,253.9240506,255,0,255,2587740,16.52985883,0.997374772,15.34134749,-2.229087629,1.299093296,70.07035695,52.41737841,-0.839172261,1.336777211,10187.5,461.7054679,0.60054762,0.838270386,4.574369127,112.8808864
ID6179,6179,1,7244,784.2655685,979.4382094,0,83,83,48.00421253,1,,254.6127295,255,0,255,1844160,9.930639783,0.997973052,25.61309542,-1.641451516,0.431687276,60.50762615,40.21595303,3.084862407,1.504567754,7239.5,368.2736186,0.670775541,0.877727934,4.328289717,80.21606648
ID6183,6183,10,6860,1239.824793,1010.064444,0,83,83,46.75971138,1,,254.257858,255,0,255,1747260,13.73764552,0.701544773,15.26174124,3.010247907,-1.602316946,63.49750208,39.46672653,2.26751055,1.60888697,6869,356.5984133,0.678804273,0.905364439,4.302616598,76.11080332
ID6185,6185,32,544,12.54761905,973.3968254,0,83,83,13.18321652,1,,252.6605505,255,0,255,137700,24.33460838,0.696806929,8.527527012,-0.437374472,0.579583698,15.48964608,14.17975666,-0.325854072,1.092377426,546,95.02598881,0.759832231,0.940568475,4.066736897,6.049861496
ID6189,6189,2,9338,491.7572388,1021.088857,0,83,83,54.49761823,1,,254.7812332,255,0,255,2375835,7.46616647,0.998499383,34.0991493,0.188988799,1.248647527,63.87364029,49.42554253,-0.92306833,1.292320469,9330.5,414.7502743,0.681618576,0.881858135,4.293724976,103.3850416
ID6191,6191,15,2051,1009.87402,1029.960212,0,83,83,25.48238937,1,,254.75,255,0,255,519690,7.982401561,0.995756488,31.84609687,1.437401283,-0.767226806,35.3196083,20.69416107,-0.672066712,1.706742698,2040,204.705311,0.611761033,0.859852476,4.532251765,22.60387812
ID6161,6161,11,4936,319.7703696,18.92226494,0,83,83,39.66216658,1,,254.0194293,255,0,255,1255110,15.78399317,0.70228196,13.27883771,-0.536159931,-0.009582512,69.49599145,26.25266763,-0.102578475,2.647197323,4942,365.2495303,0.465514564,0.852362884,5.195630954,54.75900277
ID6162,6162,31,992,884.2991281,8.502347418,0,83,83,17.78763691,1,,255,255,255,255,253470,0,0.679526894,Infinity,0.296985653,-4.270976763,26.31608306,17.74864552,-0.093192114,1.482709372,994,140.6339467,0.631561895,0.927671489,4.460637925,11.01385042
ID6164,6164,6,10771,1111.804671,217.7587007,0,83,83,58.56440065,1,,254.6686467,255,0,255,2743800,9.186572745,0.999009257,27.70809481,-0.265493482,-0.220534155,69.77669326,53.7584743,0.922385464,1.297966398,10775,461.3074506,0.636276971,0.858531533,4.444079603,119.3905817
ID6196,6196,3,4068,797.3072205,1158.256185,0,83,83,35.9601712,1,,254.1843012,255,0,255,1033005,14.40100222,0.998190717,17.63447734,-0.382855125,-0.430282727,38.65136571,36.20364258,2.660814018,1.067609858,4062.5,259.2961798,0.759295806,0.911794411,4.068173172,45.01385042
ID6165,6165,12,1680,787.7674453,177.5365379,0,83,83,23.05251299,1,,254.5408163,255,0,255,424065,10.81439716,0.991237645,23.43364284,1.324446901,1.318317133,33.98216092,19.45963857,0.383624284,1.746289418,1669.5,190.5101358,0.578042957,0.822413793,4.662564739,18.49861496
ID6167,6167,33,841,562.1808093,241.2796111,0,83,83,16.43429154,1,,251.4,255,0,255,213690,30.10159476,0.995229697,8.331749241,0.403060553,1.077511024,22.0014589,14.52048733,2.266223414,1.515201136,848.5,128.7547742,0.643183697,0.842601787,4.42015418,9.40166205
ID6199,6199,4,7750,690.314172,1231.605656,0,83,83,49.66791336,1,,254.5722581,255,0,255,1972935,10.43576939,0.764692466,21.14143084,-2.517348655,-0.692954278,57.26715403,44.94443475,0.488773732,1.274176755,7750,369.0451031,0.715076775,0.901110401,4.192070673,85.87257618
ID6168,6168,16,2201,599.7732041,326.1049411,0,83,83,26.41769152,1,,254.6513218,255,0,255,558705,9.425065328,0.996959796,26.97738717,0.481411945,-1.827633195,32.71929281,24.53508681,2.035374702,1.333571512,2192.5,203.5414917,0.665033557,0.865062142,4.346935057,24.29362881
ID6170,6170,8,11863,1032.800741,507.4692897,0,83,83,61.46560045,1,,254.5698743,255,0,255,3018435,10.46452444,0.998762966,24.31188559,0.018406542,-0.106488309,81.60469345,47.67369225,1.506173537,1.711734284,11869,482.7088527,0.640108312,0.886010749,4.430759719,131.5124654
ID6202,6202,5,5249,978.5322478,1250.514791,0,83,83,40.88331215,1,,254.4657143,255,0,255,1335945,11.66118765,0.711020309,18.13607606,-0.370875813,2.198027129,59.76087019,31.20107544,2.773288146,1.915346486,5251,323.210511,0.631656443,0.889698407,4.460304071,58.18282548
ID6171,6171,14,2635,817.3893533,516.6730952,0,83,83,28.94188082,1,,254.4173648,255,0,255,668100,12.17739621,0.994681836,20.8368883,-1.223299235,0.744035148,35.83277968,26.14135505,1.398228692,1.370731533,2631.5,224.5496527,0.655825748,0.853551735,4.377344231,29.15789474
ID6175,6175,9,7936,649.2810221,703.2587816,0,83,83,50.23663934,1,,254.8712934,255,0,255,2019855,5.727806182,0.998654868,44.46724491,-1.032269134,3.929401978,60.67088078,46.51101235,1.097499304,1.3044412,7928.5,401.1266393,0.61920989,0.828604274,4.504908659,87.85041551
ID6180,6180,11,5081,318.7445994,18.95126342,0,84,84,40.25958197,1,,254.4488112,255,0,255,1294890,11.84385535,0.702842776,17.73458219,0.328367287,-1.543469235,69.11995266,28.00876561,-0.090949347,2.467797176,5092,364.7945891,0.480840991,0.854792681,5.112157087,56.42105263
ID6181,6181,31,946,884.1048798,8.078199052,0,84,84,17.38491406,1,,255,255,255,255,241230,0,0.664572681,Infinity,0.171470451,-3.261798425,26.14944596,16.10643439,-0.087971487,1.62354034,949.5,138.5604831,0.621478423,0.920950533,4.496679189,10.52077562
ID6182,6182,34,687,496.8656303,104.5807423,0,84,84,14.83614796,1,,253.1468023,255,0,255,174165,21.67519168,0.99322501,11.6394059,-0.923050201,-0.335502172,21.07683973,11.67592102,1.924037931,1.80515436,691.5,121.569176,0.587969912,0.822724569,4.623037123,7.662049861
ID6218,6218,9,7886,649.1543468,703.4000254,0,84,84,50.10499049,1,,254.3858537,255,0,255,2006850,12.49999727,0.998306808,20.33362918,-1.598236327,2.247796533,60.70039184,46.87443841,1.018500542,1.294957207,7887,401.5949312,0.614533071,0.828379372,4.522018162,87.39058172
ID6188,6188,6,10751,1111.734982,217.5407755,0,84,84,58.5073031,1,,254.5498049,255,0,255,2739465,10.70550008,0.999130949,23.76714272,0.206105098,-0.183057917,70.019215,52.9839934,0.944047047,1.321516377,10754,464.5873557,0.626102048,0.850589259,4.480044932,119.1578947
ID6221,6221,0,10471,1004.839529,757.0869451,0,84,84,57.71165822,1,,254.4884898,255,0,255,2664240,11.40990301,0.998979056,22.29278495,-1.234289956,2.175985947,69.34595933,54.82433761,2.141574027,1.264875461,10463.5,471.1573133,0.592318053,0.815740235,4.606037265,115.9390582
ID6190,6190,12,1687,788.7168438,177.7576741,0,84,84,23.22104535,1,,252.898764,255,0,255,429675,23.05890173,0.996039701,10.94575084,1.273997817,0.960616124,34.16429044,19.50727956,0.361491831,1.751361093,1694,192.3479427,0.575371278,0.816976127,4.673377277,18.7700831
ID6223,6223,1,7278,784.1136572,979.4145399,0,84,84,48.16474282,1,,254.1607241,255,0,255,1853340,14.60617102,0.998990966,17.39213039,-1.501358567,0.309002809,60.9858651,40.54349802,3.096636032,1.504208272,7288,368.8987112,0.67298278,0.881470731,4.321185957,80.7534626
ID6192,6192,33,902,561.1744444,242.4653704,0,84,84,16.92568751,1,,252.4556541,255,0,255,227715,25.3583797,0.988839534,9.899646209,0.383604681,0.79773243,23.06518468,14.05849681,2.314239106,1.640657958,900,134.8988835,0.621492172,0.825309491,4.49662945,9.972299169
ID6193,6193,16,2178,600.0465321,326.3358186,0,84,84,26.33925582,1,,253.0169259,255,0,255,553095,22.40493136,0.996000401,11.27028353,-0.258258603,-0.50724667,32.53231987,24.73069109,2.034467828,1.315463435,2179.5,202.0482018,0.670898403,0.86231454,4.327893379,24.14958449
ID6225,6225,10,6633,1238.788157,1011.281212,0,84,84,46.00134915,1,,254.3473351,255,0,255,1689375,12.8852072,0.703458912,16.30319991,0.409438577,0.207411558,58.58080551,38.4574069,-0.948081132,1.523264573,6648,348.6263373,0.687354038,0.901974086,4.275773466,73.66204986
ID6226,6226,32,540,12.41581869,973.3008017,0,84,84,13.11664948,1,,252.6432532,255,0,255,136680,24.4237342,0.692390974,8.464013221,-0.444362533,0.649617831,15.35559581,14.15502089,2.766511123,1.084816189,540.5,94.39645659,0.762244287,0.936741768,4.060297382,5.988919668
ID6228,6228,2,9203,492.6589156,1021.791209,0,84,84,54.1239862,1,,254.5009785,255,0,255,2340900,11.2701054,0.998042199,22.55982479,0.02622183,0.845891191,62.97538584,49.06845146,-0.995490233,1.28341906,9203,408.3822623,0.693434659,0.879323524,4.25698539,101.9722992
ID6230,6230,15,2043,1010.14568,1030.2195,0,84,84,25.48863428,1,,254.1245709,255,0,255,518160,14.91902183,0.9964011,17.00288832,1.707029234,-1.057628616,35.51849703,20.40858976,-0.717946616,1.740369984,2041,199.741013,0.642862914,0.876341778,4.42125685,22.61495845
